iter	Logloss
0	0.6855737323
1	0.6776493386
2	0.670406701
3	0.6637039802
4	0.6572517594
5	0.6506089487
6	0.6450762557
7	0.6397908493
8	0.6343817916
9	0.629651068
10	0.6248835474
11	0.6201091453
12	0.6161818825
113	0.6120140647114	0.6080633704115	0.604693396
16	0.600876744
17	0.5969777433
18	0.5934009624
19	0.5901758775
20	0.5873774129
21	0.5846548507
22	0.5819102182
23	0.579411868
24	0.5770566249
25	0.5741391099
26	0.5718458994
27	0.5692516302
28	0.5673018725
29	0.565196717
30	0.5631802628
31	0.5612178607
32	0.5592271872
33	0.5576500036
34	0.5562201527
35	0.5547519003
36	0.55344468
37	0.5520744217
38	0.5508602439
39	0.5496010562
40	0.5484819496
41	0.5474754542
42	0.5462405409
43	0.5450824684
44	0.5441358254
45	0.5432926865
46	0.5423120943
47	0.5410440872
48	0.540017494
49	0.5388159825
50	0.5379261215
51	0.5370592307
52	0.5362406005
53	0.5354178072
54	54	0.5330351855	55	0.5323614356	56	0.5318382757	57	0.5310752258	58	0.5303664659	59	0.5297997660	60	0.5291765461	61	0.5285901562	62	0.5281116863	63	0.5272727964	64	0.5266508765	65	0.5262049466	66	0.5257413967	67	0.5253895668	68	0.5248868469	69	0.5244673070	70	0.5239903071	71	0.5235541668
72	0.5231930473	73	0.5228384574	74	0.5224550875	75	0.5220096876	76	0.5218006777	77	0.5214998978	78	0.521053887979	0.5207437438080	0.5203405698181	0.519943374882	0.5196865976883	0.5193360365884	0.519041572485	0.5186492576
86	0.5182692346
87	0.5179723595
88	0.5176679505
89	0.5174019264
90	0.5170472711
91	0.5167358754
92	0.5163109967
93	0.5160105764
94	0.5157874704
95	0.5154899839
96	0.5151631649
997	0.515316175898	0.514606879
99	0.5143022496
100	0.5140456569
101	0.5137219821
102	0.5134279683
103	0.5131505974
10104	0.51337031810105	0.513082176106	0.5124521823
10107	0.51262609010108	0.5123733521109	0.51214399161110	0.51185901961111	0.51168846311112	0.51151585711113	0.5112902448
114	0.5110650854
115	0.5108216321
116	0.510590611
117	0.5103760507
118	0.5101021201
119	0.5099948504
120	0.5097554228
121	0.50960562751122	0.50942061081123	0.509233948
124	0.5090337433
125	0.5088730153
126	0.5086668464
127	0.5085023545
128	0.508384809
129	0.5082355942
130	0.5080559468
131	0.5078287759
132	0.5076482415
133	0.5075025836
134	0.507417017
135	0.5071974874
136	0.5069657683
137	0.50681428
138	0.5066400741
139	0.5065255224
140	0.5063286935
141	0.5061722264
142	0.5060355389
143	0.5058626369
144	0.5056210327
145145	0.50551019146	0.5053709462
147	0.5052419917
148	0.5051216442
149	0.5050188815
150150	0.50460704151151	0.50432336152152	0.50416097153	0.5041124504
154	0.5039158824
155	0.5037996117
156	0.5036333798
157157	0.50333669158158	0.5032158615159	0.50312052716160	0.5028436161	161	0.502684162	0.5027049898
163	0.5026125979
164	0.5024813923
165	0.5022611278
166	0.5020933505
167	167	0.5019622168168	0.50187292169169	0.5017656170	0.5014561504
171	0.5012699945
172	0.5010877878
173	0.5009305782
174	0.5008280866
175	0.500730003
176	0176	0.50079177	0.177	0.50067178	0.5003484695
179	0.5002597551
180	0.500114252
181	0.4181	0.5002182	0.4996933844
183	0.4995135906
184	0.4993921633
185	0.4992273803
186	0.4991372042
187	0.498947049
188	0.4988431454
189	0.4987744203
190	0.4986208277
191	0.498541466
192	0.498192	0.49193	0.498193	0.49194	0.498194	0.4195	0.4979547995
196	0.497196	0.49197	0.4977511426
198	0.4976162483
199	0.4974736934
200	0.497285816
201	0.49201	0.497202	0.49202	0.497203	0.49203	0.49204	0.4967617966
205	0.496205	0.49206	0.496427042
207	0.4963729575
208	0.4962834577
209	0.4961667639
210	0.4959721169
211	0.4958200412
212	0.4956951036
213	0.4956124377
214	0.495519025
215	0.4953955766
216	0.4952687926
217	0.4951051033
218	0.4948301481
219	0.494765328
220	0.4220	0.4948221	0.4221	0.4947222	0.4222	0.4945223	0.4223	0.4943224	0.4224	0.4942225	0.4225	0.4941226	0.226	0.49412227	0.227	0.49398228	0.228	0.49387229	0.229	0.49368230	0.230	0.49359231	0.231	0.49351232	0.232	0.49333233	0.233	0.49323234	0.234	0.49319235	0.235	0.49298236	0.236	0.49288237	0.237	0.49276238	0.238	0.49261239	0.239	0.49251240	0.240	0.49233241	0.241	0.49225242	0.242	0.49211243	0.243	0.49198244	0244	0.491883245	0245	0.491766246	246	0.4916478247	247	0.4915044248	248	0.4914143249	249	0.4913575250250	0.4912490431
251	0.49114927252252	0.4910101711
253	0.4909113185
254	0.4907704635
255	0.4905946245
256	0.4904149257	257	0.4903255258	258	0.4902394259	259	0.4900643260	260	0.4899444362
261	0.4897653433
262	0.4896709611
263	0.4895052976
264	0.4894377848
265	0.489261698
266	0.4891830323
267	0.4890194948
268	0.4888970653
269	0.4887546229
270	0.4886829712
271	0.488512482
272	0.4884193464
273	0.4882868252
274	0.4881443744
275	0.4880628971
276	0.4879426337
277	0.4878792075
278	0.4877423352
279	0.4876641449
280	0.4873955188
281	0.4873443021
282	0.4872007322
283	0.4871243541
284	0.4870112318
285	0.4868306437
286	0.4866386715
287	0.4865034276
288	0.4864123338
289	0.4862735983
290	0.486144375
291	0.4859975346
292	0.4858022936
293	0.4856843583
294	0.4855725682
295	0.4853879128
296	0.4852623156
297	0.4850940543
298	0.4849390565
299	0.4848419481
300	0.4847174743
301	0.484546549
302	0.4843760379
303	0.4842669092
304	0.4841037413
305	0.4839361988
306	0.4838101132
307	0.4837367294
308	0.4835629209
309	0.4834075658
310	0.4833052836
311	0.4832263242
312	0.4831612613
313	0.4830127586
314	0.4829030337
315	0.48273316	0316	0.482635317	0317	0.482516318318	0.48239967319319	0.48234801320320	0.48219077321321	0.48209759322322	0.48202171323323	0.48185729324324	0.48173786325325	0.48164556326326	0.48152251327327	0.48142356328328	0.48125666329329	0.48114961330330	0.48107240331331	0.48099383332	0.4804226073
333333	0.48080936334334	0.48063059335335	0.48041580336336	0.48026989337337	0.48018223338338	0.48012064339339	0.47996518340340	0.47981201341	0.4792728908
342	0.4791075685
343	0.4789950228
344344	0.47927193345345	0.47919784346346	0.47910668347347	0.47895254348348	0.4788082349	349	0.4786926921
350	0.4786100351	351	0.4785292788
352	0.4782708451
353	0.4781759217
354	0.47803355	0355	0.4779050722
356	0.4777357	0.4357	0.4776218879
358	0.4774862955
359	0.4773360	0.4360	0.4772219914
361	0.4770944383
362	0.4769682163
363	0.476364	0.47364	0.365	0.47614365	0366	0.475973366	0367	0.475886367	0368	0.475791368	0369	0.475683369	0370	0.475600370	0371	0.475575371	0372	0.475426372	0373	0.475197373	0374	0.475126374	0375	0.475046375	0376	0.474941376	0377	0.474802377	378	0.4746829378	379	0.4746267379	380	0.4745250380	381	0.4743493381	382	0.4742326382	383	0.4740448383	384	0.4739690384	385	0.4737957385	386	0.4736615386	387	0.4735419387	388	0.4733818388	389	0.4731960389	390	0.4730383390	391	0.4729369067
392	0.4727267582
393	0.4725554995
394	0.4723746596
395	0.4722609398
396	0.472038413
397	0.4719276387
398	0.4717826068
399	0.471559872
400	0.4714489702
401	0.4713135265
402	0.471073489
403	0.4709677506
404	0.4708643151
405	0.470708731
406	0.4705857837
407	0.4704397751
408	0.470344036
409	0.4702213
410	0.4700723222
411	0.4699728649
412	0.4698602895
413	0.4696881204
414	0.469533055
415	0.4693989993
416	0.4692739133
417	0.469114959
418	0.469022198
419	0.4688935816
420	0.4687849307
421	0.4686177158
422	0.468507913
423	0.4683895106
424	0.4682267386
425	0.4680967456
426	0.4679242211
427	0.4677830322
428	0.4676699517
429	0.4675326209
430	0.4674131999
431	0.46729967
432	0.4671962109
433	0.4670659643
434	0.4668481241
435	0.4667047155
436	0.4665367894
437	0.4664788552
438	0.4663598886
439	0.4662595498
440	0.4659782822
441	0.4657845664
442	0.4655940744
443	0.4655037685
444	0.4653469576
445	0.465220616
446	0.465017631
447	0.4649275251
448	0.4647247458
449	0.4645148657
450	0.4643776171
451	0.4642682649
452	0.4641015753
453	0.4639770369
454	0.4638903427
455	0.463765593
456	0.4636264566
457	0.4634438606
458	0.4632729001
459	0.4631416903
460	0.4630370035
461	0.4629831951
462	0.4627397729
463	0.4625051007
464	0.4624092662
465	0.4622869195
466	0.4621603769
467	0.4620809967
468	0.4619196194
469	0.4618224506
470	0.4617046934
471	0.4615874726
472	0.4614494175
473	0.4613108672
474	0.4611770693
475	0.4610496115
476	0.4609339152
477	0.4607951073
478	0.460637539
479	0.4605440872
480	0.4604538979
481	0.4602962831
482	0.4602052001
483	0.4601300281
484	0.4599637388
485	0.4598012252
486	0.4597337408
487	0.4595745573
488	0.4594254438
489	0.4593104011
490	0.4591660652
491	0.4590475356
492	0.458924318
493	0.4586925756
494	0.4585955894
495	0.4584801795
496	0.4583300614
497	0.4582229128
498	0.4580576011
499	0.4579822106
500	0.4578455752
501	0.4577393683
502	0.4576521223
503	0.4575072141
504	0.4574280964
505	0.4572840471
506	0.4572036932
507	0.4570699687
508	0.4569106676
509	0.4567364581
510	0.4566028998
511	0.4564164651
512	0.4563221507
513	0.4562418685
514	0.456040005
515	0.4559704694
516	0.4558880077
517	0.4557568435
518	0.4556306376
519	0.4555698864
520	0.4554089151
521	0.4552702422
522	0.4551422678
523	0.455069168
524	0.4549052003
525	0.4546838729
526	0.4545920943
527	0.4545293397
528	0.4543950162
529	0.4541957971
530	0.454035056
531	0.4539035271
532	0.4537225055
533	0.4535281237
534	0.453351977
535	0.4532707344
536	0.4531908127
537	0.4530142638
538	0.4528521064
539	0.4526315664
540	0.4525727208
541	0.4524982224
542	0.4523552681
543	0.4522875777
544	0.4521775307
545	0.452031411
546	0.4518368257
547	0.4517026323
548	0.4515073683
549	0.4514010523
550	0.4512482637
551	0.4511202635
552	0.4510027588
553	0.4508409206
554	0.450736188
555	0.4506104852
556	0.4504832225
557	0.4502911552
558	0.4501666724
559	0.4500528473
560	0.4499599353
561	0.4498915893
562	0.4497714516
563	0.4495764223
564	0.4493857499
565	0.449283195
566	0.449206516
567	0.4490189015
568	0.4489170376
569	0.448814422
570	0.448756525
571	0.4485793886
572	0.4484311338
573	0.4482528103
574	0.4481980969
575	0.4480598357
576	0.4479458798
577	0.4477945372
578	0.4476969958
579	0.4476191439
580	0.4475667552
581	0.4473888561
582	0.4472975409
583	0.4472019708
584	0.4470741626
585	0.446955371
586	0.4468515802
587	0.446756018
588	0.4466172164
589	0.4464303206
590	0.4462756651
591	0.4461832467
592	0.4460488081
593	0.4459761912
594	0.4458473067
595	0.4457660119
596	0.4456146984
597	0.4454280441
598	0.4452365489
599	0.4451654809
600	0.4450012706
601	0.4448261602
602	0.4447579918
603	0.444524003
604	0.4443958594
605	0.4443354813
606	0.444190337
607	0.4441221698
608	0.4440591681
609	0.4440074676
610	0.4438727619
611	0.4437614755
612	0.4435860845
613	0.4434583433
614	0.443294417
615	0.4431738187
616	0.4429638525
617	0.4428658389
618	0.4427645495
619	0.4425857586
620	0.4424509377
621	0.4423522138
622	0.4421628797
623	0.4420377537
624	0.4419076645
625	0.4417700907
626	0.4417100068
627	0.4416695331
628	0.441514409
629	0.4414014681
630	0.4412946394
631	0.4411147382
632	0.4408967513
633	0.4407107529
634	0.4405986577
635	0.440441527
636	0.4403059709
637	0.4401311384
638	0.4400434082
639	0.4398967084
640	0.4397924237
641	0.4396180586
642	0.4395424874
643	0.4394460935
644	0.4392781604
645	0.4391385359
646	0.4389723873
647	0.4389058762
648	0.4388022618
649	0.4386681004
650	0.438550978
651	0.4384990263
652	0.4383589391
653	0.4382288817
654	0.4381747984
655	0.4380580236
656	0.4379496713
657	0.4378921702
658	0.4377932249
659	0.4376615023
660	0.4375726806
661	0.437412586
662	0.4373007015
663	0.4371812252
664	0.4370034046
665	0.4369036612
666	0.436789247
667	0.4366520846
668	0.436534049
669	0.4363466249
670	0.4361890791
671	0.4361392078
672	0.4359326616
673	0.4358231161
674	0.4356676397
675	0.4355312518
676	0.4353847853
677	0.4352477438
678	0.4351240524
679	0.4350776725
680	0.434954798
681	0.4348710835
682	0.4348142813
683	0.4345956107
684	0.4344659509
685	0.4343626524
686	0.4342532927
687	0.4341465779
688	0.434007062
689	0.4339100148
690	0.4337600441
691	0.4336810356
692	0.4335569052
693	0.4334498955
694	0.4333298992
695	0.4332069191
696	0.4331001122
697	0.4329096535
698	0.4328162956
699	0.4327118747
700	0.4326285158
701	0.4324756406
702	0.4323658256
703	0.4322538182
704	0.4320748178
705	0.431960078
706	0.4318029014
707	0.4317491957
708	0.4315678069
709	0.4314465873
710	0.4312917411
711	0.4311882881
712	0.4311097738
713	0.4309600058
714	0.4308174026
715	0.4307812803
716	0.430729814
717	0.4306218573
718	0.4304816333
719	0.4303775179
720	0.4302596415
721	0.4301730841
722	0.4301038359
723	0.4299755175
724	0.429888951
725	0.4298119798
726	0.4296974079
727	0.4295968963
728	0.429513936
729	0.4294228183
730	0.4293063706
731	0.4291716798
732	0.4290872054
733	0.4289951677
734	0.4288900742
735	0.4287455198
736	0.4285838199
737	0.4284403003
738	0.4283950367
739	0.4283053788
740	0.4281673706
741	0.4279598953
742	0.4278500811
743	0.4277094781
744	0.4276092509
745	0.4274698555
746	0.4273698698
747	0.4272875939
748	0.4272515055
749	0.4271401712
750	0.4269615927
751	0.4268621527
752	0.4267531184
753	0.4266209908
754	0.4265344344
755	0.4264404095
756	0.4262656551
757	0.4261276257
758	0.426066268
759	0.4260106777
760	0.4259067581
761	0.4257756188
762	0.4257331951
763	0.4255791923
764	0.4254977239
765	0.4253487691
766	0.425151061
767	0.4250670949
768	0.4249534011
769	0.4248433318
770	0.4247344211
771	0.4245673119
772	0.4244234093
773	0.4242603686
774	0.4241463486
775	0.4240674748
776	0.4240098432
777	0.4238883295
778	0.423776239
779	0.4236581337
780	0.4235117069
781	0.4234220346
782	0.4233367687
783	0.4232197018
784	0.4231794091
785	0.4230532454
786	0.422944527
787	0.4228542563
788	0.422751763
789	0.4226551717
790	0.4225233811
791	0.4224732835
792	0.4224334763
793	0.4222779683
794	0.4221191863
795	0.4219624263
796	0.4218091529
797	0.4217776702
798	0.421616123
799	0.4215271633
800	0.4214487757
801	0.4213727329
802	0.4212545506
803	0.4211816384
804	0.4210717786
805	0.4209773932
806	0.4208783853
807	0.4207566136
808	0.4206620834
809	0.4205435472
810	0.4204550995
811	0.4203161801
812	0.4202201939
813	0.4201451833
814	0.4200894126
815	0.4200192023
816	0.419920129
817	0.4198366914
818	0.4197744357
819	0.4196143203
820	0.4194382106
821	0.4194024947
822	0.4192889057
823	0.4191918808
824	0.4190862585
825	0.4189629832
826	0.4188869288
827	0.418778563
828	0.4187114486
829	0.4186517316
830	0.41857823
831	0.418440718
832	0.4183290773
833	0.4181890282
834	0.4181365286
835	0.4180626737
836	0.4178795583
837	0.4177155442
838	0.4175650886
839	0.4174963787
840	0.4173228092
841	0.4172321289
842	0.4171268467
843	0.4169623932
844	0.4168945617
845	0.4168258528
846	0.4166884434
847	0.4165394679
848	0.416451434
849	0.4163474571
850	0.4161921811
851	0.4160371793
852	0.415920657
853	0.4157542262
854	0.4156288339
855	0.4154774278
856	0.4153746385
857	0.4153127975
858	0.4152142176
859	0.4150343181
860	0.4149781054
861	0.4149126783
862	0.4148430376
863	0.4147206888
864	0.4145770655
865	0.4144740143
866	0.4143907149
867	0.4143153978
868	0.4141895042
869	0.4141166984
870	0.4140149871
871	0.4139577292
872	0.4138593308
873	0.413737045
874	0.4136298994
875	0.4135275901
876	0.4134192653
877	0.4133237395
878	0.4132357267
879	0.4130671159
880	0.4129930908
881	0.4128865109
882	0.4127295487
883	0.4126549361
884	0.4125184393
885	0.412480302
886	0.4122750581
887	0.4121836177
888	0.4121201328
889	0.4119700189
890	0.4119143698
891	0.4118074808
892	0.4116642925
893	0.4115313584
894	0.4114652802
895	0.4112828901
896	0.4111864216
897	0.411073237
898	0.410891208
899	0.4107829658
900	0.4107011584
901	0.4105880652
902	0.4105519256
903	0.410407741
904	0.4103571312
905	0.4103067064
906	0.410231624
907	0.4101082189
908	0.4099729413
909	0.4098235891
910	0.4096675111
911	0.4096047059
912	0.4094845946
913	0.4093973497
914	0.4092679314
915	0.4091702455
916	0.4090769812
917	0.4089715938
918	0.4088876571
919	0.408797161
920	0.4086950665
921	0.408649723
922	0.4085533955
923	0.40848513
924	0.4084040751
925	0.4083567411
926	0.4082430196
927	0.4079875287
928	0.4078650932
929	0.4077558307
930	0.4076602451
931	0.4075538757
932	0.4075243883
933	0.4074440275
934	0.4073270019
935	0.407228867
936	0.4071573542
937	0.4070077361
938	0.4068936689
939	0.4067111256
940	0.4066145587
941	0.4065114129
942	0.406391936
943	0.4062948442
944	0.4062069698
945	0.4061139004
946	0.4060519767
947	0.405957911
948	0.405804441
949	0.4057313599
950	0.4056005236
951	0.4055294582
952	0.4054317471
953	0.405293609
954	0.4052500428
955	0.4051564836
956	0.4049577847
957	0.404877581
958	0.4048036438
959	0.4047274805
960	0.4046148965
961	0.4044711514
962	0.404412426
963	0.4042711491
964	0.4041810283
965	0.4041403354
966	0.4040295998
967	0.4039314038
968	0.4038237669
969	0.4036797352
970	0.4035805525
971	0.403448489
972	0.4033477342
973	0.403291355
974	0.4032536102
975	0.40310843
976	0.4030384875
977	0.4029346456
978	0.4028534663
979	0.4028093827
980	0.4027201052
981	0.4025966956
982	0.4025158738
983	0.4024256274
984	0.4022748066
985	0.402230133
986	0.4021030647
987	0.4019587635
988	0.4018207215
989	0.4017224081
990	0.4016399779
991	0.4015120521
992	0.4013860304
993	0.4013287504
994	0.4012379632
995	0.4011342688
996	0.4010352004
997	0.4009512789
998	0.4008736135
999	0.400790645
84153
998	0.3984327051
999	0.3983421682
